time,empirical_mean_covariance,discrete_bound_mean_covariance,continuous_bound_mean_covariance
110.94,17.473302623308037,17.569960754753428,17.14833369658302
110.96,17.47326733747698,17.56993920622256,17.148317815407722
110.98,17.473349331264032,17.56991768470014,17.14830195480333
111.0,17.473229346560572,17.569896190152036,17.148286114742987
111.02,17.47373866781946,17.569874722544167,17.148270295199854
111.04,17.473785362608503,17.569853281842494,17.148254496147153
111.06,17.474351676594967,17.569831868013026,17.148238717558122
111.08,17.473829624512035,17.569810481021797,17.14822295940604
111.1,17.47366737970283,17.569789120834898,17.14820722166423
111.12,17.47346413888177,17.569767787418467,17.14819150430603
111.14,17.47311287607403,17.569746480738676,17.14817580730484
111.16,17.472966565972328,17.569725200761745,17.148160130634068
111.18,17.472156516972046,17.56970394745393,17.148144474267173
111.2,17.472203108945642,17.56968272078155,17.14812883817765
111.22,17.47241575317525,17.56966152071094,17.148113222339024
111.24,17.472620195740408,17.569640347208495,17.148097626724844
111.26,17.47216119829704,17.56961920024065,17.148082051308716
111.28,17.472182469410523,17.569598079773883,17.148066496064274
111.3,17.47246395972744,17.56957698577471,17.148050960965175
111.32,17.471658495905636,17.56955591820969,17.14803544598512
111.34,17.472334459847957,17.569534877045438,17.148019951097844
111.36,17.47209089310941,17.56951386224859,17.148004476277112
