target,N_robots,sensing_intensity,mean_field_variance,max_field_variance,bound_clarity,expected_spatial_mean_clarity_estimate,spatial_mean_clarity_of_expected_covariance_estimate,spatial_mean_clarity_sample_std,spatial_mean_clarity_standard_error,monte_carlo_trials
0.5,1.0,4.999999999999999,0.8957794484734636,10.546148322892607,0.5274875201359678,0.5216429671123769,0.5206160557586632,0.0006918045563701191,0.00012630565363625615,30.0
0.6,3.0,14.999999999999996,0.5821261649448706,6.184381836022944,0.6320608445501849,0.6279690265983342,0.6273768154972171,0.00032347631908933276,5.905842559465551e-5,30.0
0.7,7.0,34.99999999999999,0.40487464315148936,4.078488688695207,0.7118072810800734,0.7088324493014857,0.7085333412558851,0.00029204534402689654,5.3319940912629286e-5,30.0
0.8,21.0,104.99999999999999,0.24586692531435536,2.368622085676108,0.8026539429543661,0.8006822011873637,0.8005786176342566,0.00010919129579422888,1.9935511929906044e-5,30.0
0.9,112.0,559.9999999999999,0.11083292035570236,1.0303316757231704,0.9002253909433903,0.8988420111227546,0.8988274070526866,4.354812816135179e-5,7.95076404369945e-6,30.0
