Ng,dx,N_robots,dt,measurement_std,continuous,discrete
121.0,0.5,1.0,0.05,2.0,17.13598891808918,18.170126088365226
121.0,0.5,1.0,0.1,1.4142135623730951,17.13598891808925,19.117720061125123
121.0,0.5,1.0,0.15,1.1547005383792517,17.13598891808917,19.97848075097654
121.0,0.5,1.0,0.2,1.0,17.1359889180892,20.75236622039973
121.0,0.5,1.0,0.25,0.8944271909999159,17.135988918089236,21.443936204842995
